application_date,segment,branch_id,state,zone,no_of_applicants
8/5/2017,1,120,TRIPURA,EAST,0
8/5/2017,1,121,KARNATAKA,SOUTH,0
8/5/2017,1,135,MAHARASHTRA,WEST,0
8/5/2017,1,136,TAMIL NADU,SOUTH,0
8/5/2017,1,137,MAHARASHTRA,WEST,0
8/5/2017,1,147,MADHYA PRADESH,CENTRAL,0
8/5/2017,1,159,BIHAR,EAST,0
8/5/2017,1,165,ORISSA,EAST,0
8/5/2017,1,202,UTTARAKHAND,EAST,0
8/5/2017,1,207,GUJARAT,WEST,0
8/5/2017,1,217,BIHAR,EAST,0
8/5/2017,1,248,MAHARASHTRA,WEST,0
8/5/2017,1,249,MAHARASHTRA,WEST,0
8/5/2017,1,250,GUJARAT,WEST,0
8/5/2017,1,251,TRIPURA,EAST,0
8/5/2017,1,254,ASSAM,EAST,0
8/5/2017,1,255,ASSAM,EAST,0
8/5/2017,1,257,GUJARAT,WEST,0
8/5/2017,1,258,HARYANA,NORTH,0
8/5/2017,1,259,HARYANA,NORTH,0
8/5/2017,1,260,TAMIL NADU,SOUTH,0
8/5/2017,1,261,HARYANA,NORTH,0
8/5/2017,1,262,UTTAR PRADESH,EAST,0
8/5/2017,1,263,ANDHRA PRADESH,SOUTH,0
8/5/2017,1,264,PUNJAB,NORTH,0
8/5/2017,1,265,ANDHRA PRADESH,SOUTH,0
8/5/2017,1,266,TELANGANA,SOUTH,0
8/5/2017,1,267,ANDHRA PRADESH,SOUTH,0
8/5/2017,1,268,UTTAR PRADESH,EAST,0
8/5/2017,1,269,UTTAR PRADESH,EAST,0
8/5/2017,1,270,UTTAR PRADESH,EAST,0
8/5/2017,1,271,HARYANA,NORTH,0
9/5/2017,1,1,WEST BENGAL,EAST,1
9/5/2017,1,3,DELHI,NORTH,2
9/5/2017,1,5,KARNATAKA,SOUTH,8
9/5/2017,1,7,WEST BENGAL,EAST,0
9/5/2017,1,8,WEST BENGAL,EAST,0
9/5/2017,1,9,WEST BENGAL,EAST,1
9/5/2017,1,10,WEST BENGAL,EAST,1
9/5/2017,1,11,WEST BENGAL,EAST,1
9/5/2017,1,13,TAMIL NADU,SOUTH,0
9/5/2017,1,14,UTTAR PRADESH,EAST,0
9/5/2017,1,15,PUNJAB,NORTH,2
9/5/2017,1,16,TELANGANA,SOUTH,0
9/5/2017,1,17,ANDHRA PRADESH,SOUTH,0
9/5/2017,1,18,MAHARASHTRA,WEST,1
9/5/2017,1,19,MAHARASHTRA,WEST,0
9/5/2017,1,20,ORISSA,SOUTH,1
9/5/2017,1,21,MAHARASHTRA,WEST,0
9/5/2017,1,29,WEST BENGAL,EAST,0
9/5/2017,1,34,GUJARAT,WEST,4
9/5/2017,1,35,TAMIL NADU,SOUTH,0
9/5/2017,1,36,ASSAM,EAST,1
9/5/2017,1,42,WEST BENGAL,EAST,1
9/5/2017,1,43,TAMIL NADU,SOUTH,0
9/5/2017,1,48,ORISSA,SOUTH,2
9/5/2017,1,61,GUJARAT,WEST,1
9/5/2017,1,62,PUNJAB,NORTH,0
9/5/2017,1,63,JHARKHAND,SOUTH,0
9/5/2017,1,64,KARNATAKA,SOUTH,1
9/5/2017,1,65,ASSAM,EAST,1
9/5/2017,1,66,ANDHRA PRADESH,SOUTH,0
9/5/2017,1,67,GUJARAT,WEST,4
9/5/2017,1,68,GUJARAT,WEST,1
9/5/2017,1,69,TAMIL NADU,SOUTH,0
9/5/2017,1,70,MAHARASHTRA,WEST,1
9/5/2017,1,72,PUNJAB,NORTH,2
9/5/2017,1,73,PUNJAB,NORTH,0
9/5/2017,1,74,MAHARASHTRA,WEST,2
9/5/2017,1,76,TAMIL NADU,SOUTH,2
9/5/2017,1,77,MAHARASHTRA,WEST,0
9/5/2017,1,78,MAHARASHTRA,WEST,0
9/5/2017,1,79,UTTARAKHAND,EAST,2
9/5/2017,1,82,KERALA,SOUTH,0
9/5/2017,1,84,CHHATTISGARH,CENTRAL,0
9/5/2017,1,85,MAHARASHTRA,WEST,0
9/5/2017,1,100,UTTAR PRADESH,EAST,0
9/5/2017,1,101,UTTAR PRADESH,EAST,0
9/5/2017,1,103,BIHAR,EAST,0
9/5/2017,1,104,JHARKHAND,SOUTH,2
9/5/2017,1,105,GUJARAT,WEST,0
9/5/2017,1,111,ANDHRA PRADESH,SOUTH,0
9/5/2017,1,117,MAHARASHTRA,WEST,0
9/5/2017,1,120,TRIPURA,EAST,1
9/5/2017,1,121,KARNATAKA,SOUTH,0
9/5/2017,1,135,MAHARASHTRA,WEST,2
9/5/2017,1,136,TAMIL NADU,SOUTH,3
9/5/2017,1,137,MAHARASHTRA,WEST,0
9/5/2017,1,147,MADHYA PRADESH,CENTRAL,0
9/5/2017,1,159,BIHAR,EAST,0
9/5/2017,1,165,ORISSA,EAST,0
9/5/2017,1,202,UTTARAKHAND,EAST,0
9/5/2017,1,207,GUJARAT,WEST,0
9/5/2017,1,217,BIHAR,EAST,0
9/5/2017,1,248,MAHARASHTRA,WEST,0
9/5/2017,1,249,MAHARASHTRA,WEST,0
9/5/2017,1,250,GUJARAT,WEST,0
9/5/2017,1,251,TRIPURA,EAST,0
9/5/2017,1,254,ASSAM,EAST,0
9/5/2017,1,255,ASSAM,EAST,0
9/5/2017,1,257,GUJARAT,WEST,0
9/5/2017,1,258,HARYANA,NORTH,0
9/5/2017,1,259,HARYANA,NORTH,0
9/5/2017,1,260,TAMIL NADU,SOUTH,0
9/5/2017,1,261,HARYANA,NORTH,0
9/5/2017,1,262,UTTAR PRADESH,EAST,0
9/5/2017,1,263,ANDHRA PRADESH,SOUTH,0
9/5/2017,1,264,PUNJAB,NORTH,0
9/5/2017,1,265,ANDHRA PRADESH,SOUTH,0
9/5/2017,1,266,TELANGANA,SOUTH,0
9/5/2017,1,267,ANDHRA PRADESH,SOUTH,0
9/5/2017,1,268,UTTAR PRADESH,EAST,0
9/5/2017,1,269,UTTAR PRADESH,EAST,0
9/5/2017,1,270,UTTAR PRADESH,EAST,0
9/5/2017,1,271,HARYANA,NORTH,0
10/5/2017,1,1,WEST BENGAL,EAST,147
10/5/2017,1,3,DELHI,NORTH,88
10/5/2017,1,5,KARNATAKA,SOUTH,117
10/5/2017,1,7,WEST BENGAL,EAST,24
10/5/2017,1,8,WEST BENGAL,EAST,27
10/5/2017,1,9,WEST BENGAL,EAST,3
10/5/2017,1,10,WEST BENGAL,EAST,52
10/5/2017,1,11,WEST BENGAL,EAST,13
10/5/2017,1,13,TAMIL NADU,SOUTH,16
10/5/2017,1,14,UTTAR PRADESH,EAST,0
10/5/2017,1,15,PUNJAB,NORTH,20
10/5/2017,1,16,TELANGANA,SOUTH,72
10/5/2017,1,17,ANDHRA PRADESH,SOUTH,21
10/5/2017,1,18,MAHARASHTRA,WEST,27
10/5/2017,1,19,MAHARASHTRA,WEST,76
10/5/2017,1,20,ORISSA,SOUTH,33
10/5/2017,1,21,MAHARASHTRA,WEST,26
10/5/2017,1,29,WEST BENGAL,EAST,10
10/5/2017,1,34,GUJARAT,WEST,102
10/5/2017,1,35,TAMIL NADU,SOUTH,0
10/5/2017,1,36,ASSAM,EAST,56
10/5/2017,1,42,WEST BENGAL,EAST,10
10/5/2017,1,43,TAMIL NADU,SOUTH,0
10/5/2017,1,48,ORISSA,SOUTH,29
10/5/2017,1,61,GUJARAT,WEST,37
10/5/2017,1,62,PUNJAB,NORTH,11
10/5/2017,1,63,JHARKHAND,SOUTH,12
10/5/2017,1,64,KARNATAKA,SOUTH,10
10/5/2017,1,65,ASSAM,EAST,26
10/5/2017,1,66,ANDHRA PRADESH,SOUTH,0
10/5/2017,1,67,GUJARAT,WEST,92
10/5/2017,1,68,GUJARAT,WEST,9
10/5/2017,1,69,TAMIL NADU,SOUTH,0
10/5/2017,1,70,MAHARASHTRA,WEST,12
10/5/2017,1,72,PUNJAB,NORTH,14
10/5/2017,1,73,PUNJAB,NORTH,10
10/5/2017,1,74,MAHARASHTRA,WEST,26
10/5/2017,1,76,TAMIL NADU,SOUTH,5
10/5/2017,1,77,MAHARASHTRA,WEST,10
10/5/2017,1,78,MAHARASHTRA,WEST,10
10/5/2017,1,79,UTTARAKHAND,EAST,21
10/5/2017,1,82,KERALA,SOUTH,10
10/5/2017,1,84,CHHATTISGARH,CENTRAL,0
10/5/2017,1,85,MAHARASHTRA,WEST,21
10/5/2017,1,100,UTTAR PRADESH,EAST,0
10/5/2017,1,101,UTTAR PRADESH,EAST,0
10/5/2017,1,103,BIHAR,EAST,15
10/5/2017,1,104,JHARKHAND,SOUTH,13
10/5/2017,1,105,GUJARAT,WEST,4
10/5/2017,1,111,ANDHRA PRADESH,SOUTH,0
10/5/2017,1,117,MAHARASHTRA,WEST,0
10/5/2017,1,120,TRIPURA,EAST,16
10/5/2017,1,121,KARNATAKA,SOUTH,0
10/5/2017,1,135,MAHARASHTRA,WEST,106
10/5/2017,1,136,TAMIL NADU,SOUTH,49
10/5/2017,1,137,MAHARASHTRA,WEST,14
10/5/2017,1,147,MADHYA PRADESH,CENTRAL,29
10/5/2017,1,159,BIHAR,EAST,0
10/5/2017,1,165,ORISSA,EAST,8
10/5/2017,1,202,UTTARAKHAND,EAST,0
10/5/2017,1,207,GUJARAT,WEST,0
10/5/2017,1,217,BIHAR,EAST,0
10/5/2017,1,248,MAHARASHTRA,WEST,8
10/5/2017,1,249,MAHARASHTRA,WEST,2
10/5/2017,1,250,GUJARAT,WEST,0
10/5/2017,1,251,TRIPURA,EAST,13
10/5/2017,1,254,ASSAM,EAST,0
10/5/2017,1,255,ASSAM,EAST,0
10/5/2017,1,257,GUJARAT,WEST,0
10/5/2017,1,258,HARYANA,NORTH,0
10/5/2017,1,259,HARYANA,NORTH,0
10/5/2017,1,260,TAMIL NADU,SOUTH,0
10/5/2017,1,261,HARYANA,NORTH,0
10/5/2017,1,262,UTTAR PRADESH,EAST,0
10/5/2017,1,263,ANDHRA PRADESH,SOUTH,0
10/5/2017,1,264,PUNJAB,NORTH,0
10/5/2017,1,265,ANDHRA PRADESH,SOUTH,0
10/5/2017,1,266,TELANGANA,SOUTH,0
10/5/2017,1,267,ANDHRA PRADESH,SOUTH,0
10/5/2017,1,268,UTTAR PRADESH,EAST,0
10/5/2017,1,269,UTTAR PRADESH,EAST,0
10/5/2017,1,270,UTTAR PRADESH,EAST,0
10/5/2017,1,271,HARYANA,NORTH,0
11/5/2017,1,1,WEST BENGAL,EAST,97
11/5/2017,1,3,DELHI,NORTH,55
11/5/2017,1,5,KARNATAKA,SOUTH,107
11/5/2017,1,7,WEST BENGAL,EAST,31
11/5/2017,1,8,WEST BENGAL,EAST,34
11/5/2017,1,9,WEST BENGAL,EAST,29
11/5/2017,1,10,WEST BENGAL,EAST,41
11/5/2017,1,11,WEST BENGAL,EAST,16
11/5/2017,1,13,TAMIL NADU,SOUTH,17
11/5/2017,1,14,UTTAR PRADESH,EAST,0
11/5/2017,1,15,PUNJAB,NORTH,12
11/5/2017,1,16,TELANGANA,SOUTH,77
11/5/2017,1,17,ANDHRA PRADESH,SOUTH,8
11/5/2017,1,18,MAHARASHTRA,WEST,27
11/5/2017,1,19,MAHARASHTRA,WEST,91
11/5/2017,1,20,ORISSA,SOUTH,29
11/5/2017,1,21,MAHARASHTRA,WEST,21
11/5/2017,1,29,WEST BENGAL,EAST,6
11/5/2017,1,34,GUJARAT,WEST,86
11/5/2017,1,35,TAMIL NADU,SOUTH,0
11/5/2017,1,36,ASSAM,EAST,36
11/5/2017,1,42,WEST BENGAL,EAST,23
11/5/2017,1,43,TAMIL NADU,SOUTH,0
11/5/2017,1,48,ORISSA,SOUTH,28
11/5/2017,1,61,GUJARAT,WEST,25
11/5/2017,1,62,PUNJAB,NORTH,8
11/5/2017,1,63,JHARKHAND,SOUTH,9
11/5/2017,1,64,KARNATAKA,SOUTH,7
11/5/2017,1,65,ASSAM,EAST,20
11/5/2017,1,66,ANDHRA PRADESH,SOUTH,0
11/5/2017,1,67,GUJARAT,WEST,77
11/5/2017,1,68,GUJARAT,WEST,3
11/5/2017,1,69,TAMIL NADU,SOUTH,0
11/5/2017,1,70,MAHARASHTRA,WEST,8
11/5/2017,1,72,PUNJAB,NORTH,10
11/5/2017,1,73,PUNJAB,NORTH,13
11/5/2017,1,74,MAHARASHTRA,WEST,28
11/5/2017,1,76,TAMIL NADU,SOUTH,4
11/5/2017,1,77,MAHARASHTRA,WEST,9
11/5/2017,1,78,MAHARASHTRA,WEST,16
11/5/2017,1,79,UTTARAKHAND,EAST,14
11/5/2017,1,82,KERALA,SOUTH,17
11/5/2017,1,84,CHHATTISGARH,CENTRAL,0
11/5/2017,1,85,MAHARASHTRA,WEST,19
11/5/2017,1,100,UTTAR PRADESH,EAST,0
11/5/2017,1,101,UTTAR PRADESH,EAST,0
11/5/2017,1,103,BIHAR,EAST,11
11/5/2017,1,104,JHARKHAND,SOUTH,18
11/5/2017,1,105,GUJARAT,WEST,3
11/5/2017,1,111,ANDHRA PRADESH,SOUTH,0
11/5/2017,1,117,MAHARASHTRA,WEST,0
11/5/2017,1,120,TRIPURA,EAST,12
11/5/2017,1,121,KARNATAKA,SOUTH,0
11/5/2017,1,135,MAHARASHTRA,WEST,116
11/5/2017,1,136,TAMIL NADU,SOUTH,40
11/5/2017,1,137,MAHARASHTRA,WEST,16
11/5/2017,1,147,MADHYA PRADESH,CENTRAL,17
11/5/2017,1,159,BIHAR,EAST,0
11/5/2017,1,165,ORISSA,EAST,11
11/5/2017,1,202,UTTARAKHAND,EAST,0
11/5/2017,1,207,GUJARAT,WEST,0
11/5/2017,1,217,BIHAR,EAST,0
11/5/2017,1,248,MAHARASHTRA,WEST,8
11/5/2017,1,249,MAHARASHTRA,WEST,4
11/5/2017,1,250,GUJARAT,WEST,0
11/5/2017,1,251,TRIPURA,EAST,9
11/5/2017,1,254,ASSAM,EAST,0
11/5/2017,1,255,ASSAM,EAST,0
11/5/2017,1,257,GUJARAT,WEST,0
11/5/2017,1,258,HARYANA,NORTH,0
11/5/2017,1,259,HARYANA,NORTH,0
11/5/2017,1,260,TAMIL NADU,SOUTH,0
11/5/2017,1,261,HARYANA,NORTH,0
11/5/2017,1,262,UTTAR PRADESH,EAST,0
11/5/2017,1,263,ANDHRA PRADESH,SOUTH,0
11/5/2017,1,264,PUNJAB,NORTH,0
11/5/2017,1,265,ANDHRA PRADESH,SOUTH,0
11/5/2017,1,266,TELANGANA,SOUTH,0
11/5/2017,1,267,ANDHRA PRADESH,SOUTH,0
11/5/2017,1,268,UTTAR PRADESH,EAST,0
11/5/2017,1,269,UTTAR PRADESH,EAST,0
11/5/2017,1,270,UTTAR PRADESH,EAST,0
11/5/2017,1,271,HARYANA,NORTH,0
12/5/2017,1,1,WEST BENGAL,EAST,124
12/5/2017,1,3,DELHI,NORTH,69
12/5/2017,1,5,KARNATAKA,SOUTH,110
12/5/2017,1,7,WEST BENGAL,EAST,41
12/5/2017,1,8,WEST BENGAL,EAST,29
12/5/2017,1,9,WEST BENGAL,EAST,21
12/5/2017,1,10,WEST BENGAL,EAST,40
12/5/2017,1,11,WEST BENGAL,EAST,21
12/5/2017,1,13,TAMIL NADU,SOUTH,18
12/5/2017,1,14,UTTAR PRADESH,EAST,0
12/5/2017,1,15,PUNJAB,NORTH,11
12/5/2017,1,16,TELANGANA,SOUTH,63
12/5/2017,1,17,ANDHRA PRADESH,SOUTH,12
12/5/2017,1,18,MAHARASHTRA,WEST,33
12/5/2017,1,19,MAHARASHTRA,WEST,79
12/5/2017,1,20,ORISSA,SOUTH,39
12/5/2017,1,21,MAHARASHTRA,WEST,25
12/5/2017,1,29,WEST BENGAL,EAST,8
12/5/2017,1,34,GUJARAT,WEST,91
12/5/2017,1,35,TAMIL NADU,SOUTH,0
12/5/2017,1,36,ASSAM,EAST,48
12/5/2017,1,42,WEST BENGAL,EAST,15
12/5/2017,1,43,TAMIL NADU,SOUTH,0
12/5/2017,1,48,ORISSA,SOUTH,38
12/5/2017,1,61,GUJARAT,WEST,22
12/5/2017,1,62,PUNJAB,NORTH,14
12/5/2017,1,63,JHARKHAND,SOUTH,10
12/5/2017,1,64,KARNATAKA,SOUTH,16
12/5/2017,1,65,ASSAM,EAST,21
12/5/2017,1,66,ANDHRA PRADESH,SOUTH,0
12/5/2017,1,67,GUJARAT,WEST,88
12/5/2017,1,68,GUJARAT,WEST,6
12/5/2017,1,69,TAMIL NADU,SOUTH,0
12/5/2017,1,70,MAHARASHTRA,WEST,9
12/5/2017,1,72,PUNJAB,NORTH,11
12/5/2017,1,73,PUNJAB,NORTH,10
12/5/2017,1,74,MAHARASHTRA,WEST,38
12/5/2017,1,76,TAMIL NADU,SOUTH,10
12/5/2017,1,77,MAHARASHTRA,WEST,13
12/5/2017,1,78,MAHARASHTRA,WEST,11
12/5/2017,1,79,UTTARAKHAND,EAST,15
12/5/2017,1,82,KERALA,SOUTH,9
12/5/2017,1,84,CHHATTISGARH,CENTRAL,0
12/5/2017,1,85,MAHARASHTRA,WEST,24
12/5/2017,1,100,UTTAR PRADESH,EAST,0
12/5/2017,1,101,UTTAR PRADESH,EAST,0
12/5/2017,1,103,BIHAR,EAST,15
12/5/2017,1,104,JHARKHAND,SOUTH,24
12/5/2017,1,105,GUJARAT,WEST,4
12/5/2017,1,111,ANDHRA PRADESH,SOUTH,0
12/5/2017,1,117,MAHARASHTRA,WEST,0
12/5/2017,1,120,TRIPURA,EAST,12
12/5/2017,1,121,KARNATAKA,SOUTH,0
12/5/2017,1,135,MAHARASHTRA,WEST,112
12/5/2017,1,136,TAMIL NADU,SOUTH,44
12/5/2017,1,137,MAHARASHTRA,WEST,13
12/5/2017,1,147,MADHYA PRADESH,CENTRAL,22
12/5/2017,1,159,BIHAR,EAST,0
12/5/2017,1,165,ORISSA,EAST,8
12/5/2017,1,202,UTTARAKHAND,EAST,0
12/5/2017,1,207,GUJARAT,WEST,0
12/5/2017,1,217,BIHAR,EAST,0
12/5/2017,1,248,MAHARASHTRA,WEST,5
12/5/2017,1,249,MAHARASHTRA,WEST,2
12/5/2017,1,250,GUJARAT,WEST,0
12/5/2017,1,251,TRIPURA,EAST,10
12/5/2017,1,254,ASSAM,EAST,0
12/5/2017,1,255,ASSAM,EAST,0
12/5/2017,1,257,GUJARAT,WEST,0
12/5/2017,1,258,HARYANA,NORTH,0
12/5/2017,1,259,HARYANA,NORTH,0
12/5/2017,1,260,TAMIL NADU,SOUTH,0
12/5/2017,1,261,HARYANA,NORTH,0
12/5/2017,1,262,UTTAR PRADESH,EAST,0
12/5/2017,1,263,ANDHRA PRADESH,SOUTH,0
12/5/2017,1,264,PUNJAB,NORTH,0
12/5/2017,1,265,ANDHRA PRADESH,SOUTH,0
12/5/2017,1,266,TELANGANA,SOUTH,0
12/5/2017,1,267,ANDHRA PRADESH,SOUTH,0
12/5/2017,1,268,UTTAR PRADESH,EAST,0
12/5/2017,1,269,UTTAR PRADESH,EAST,0
12/5/2017,1,270,UTTAR PRADESH,EAST,0
12/5/2017,1,271,HARYANA,NORTH,0
13-05-2017,1,1,WEST BENGAL,EAST,88
13-05-2017,1,3,DELHI,NORTH,8
13-05-2017,1,5,KARNATAKA,SOUTH,92
13-05-2017,1,7,WEST BENGAL,EAST,13
13-05-2017,1,8,WEST BENGAL,EAST,19
13-05-2017,1,9,WEST BENGAL,EAST,16
13-05-2017,1,10,WEST BENGAL,EAST,33
13-05-2017,1,11,WEST BENGAL,EAST,22
13-05-2017,1,13,TAMIL NADU,SOUTH,16
13-05-2017,1,14,UTTAR PRADESH,EAST,0
13-05-2017,1,15,PUNJAB,NORTH,7
13-05-2017,1,16,TELANGANA,SOUTH,69
13-05-2017,1,17,ANDHRA PRADESH,SOUTH,12
13-05-2017,1,18,MAHARASHTRA,WEST,23
13-05-2017,1,19,MAHARASHTRA,WEST,66
13-05-2017,1,20,ORISSA,SOUTH,23
13-05-2017,1,21,MAHARASHTRA,WEST,18
13-05-2017,1,29,WEST BENGAL,EAST,8
13-05-2017,1,34,GUJARAT,WEST,83
13-05-2017,1,35,TAMIL NADU,SOUTH,0
13-05-2017,1,36,ASSAM,EAST,35
13-05-2017,1,42,WEST BENGAL,EAST,10
13-05-2017,1,43,TAMIL NADU,SOUTH,0
13-05-2017,1,48,ORISSA,SOUTH,33
13-05-2017,1,61,GUJARAT,WEST,19
13-05-2017,1,62,PUNJAB,NORTH,1
13-05-2017,1,63,JHARKHAND,SOUTH,6
13-05-2017,1,64,KARNATAKA,SOUTH,11
13-05-2017,1,65,ASSAM,EAST,3
13-05-2017,1,66,ANDHRA PRADESH,SOUTH,0
13-05-2017,1,67,GUJARAT,WEST,51
13-05-2017,1,68,GUJARAT,WEST,4
13-05-2017,1,69,TAMIL NADU,SOUTH,0
13-05-2017,1,70,MAHARASHTRA,WEST,6
13-05-2017,1,72,PUNJAB,NORTH,5
13-05-2017,1,73,PUNJAB,NORTH,7
13-05-2017,1,74,MAHARASHTRA,WEST,22
13-05-2017,1,76,TAMIL NADU,SOUTH,5
13-05-2017,1,77,MAHARASHTRA,WEST,7
13-05-2017,1,78,MAHARASHTRA,WEST,11
13-05-2017,1,79,UTTARAKHAND,EAST,2
13-05-2017,1,82,KERALA,SOUTH,12
13-05-2017,1,84,CHHATTISGARH,CENTRAL,0
13-05-2017,1,85,MAHARASHTRA,WEST,6
13-05-2017,1,100,UTTAR PRADESH,EAST,0
13-05-2017,1,101,UTTAR PRADESH,EAST,0
13-05-2017,1,103,BIHAR,EAST,7
13-05-2017,1,104,JHARKHAND,SOUTH,8
13-05-2017,1,105,GUJARAT,WEST,1
13-05-2017,1,111,ANDHRA PRADESH,SOUTH,0
13-05-2017,1,117,MAHARASHTRA,WEST,0
13-05-2017,1,120,TRIPURA,EAST,11
13-05-2017,1,121,KARNATAKA,SOUTH,0
13-05-2017,1,135,MAHARASHTRA,WEST,126
13-05-2017,1,136,TAMIL NADU,SOUTH,40
13-05-2017,1,137,MAHARASHTRA,WEST,14
13-05-2017,1,147,MADHYA PRADESH,CENTRAL,17
13-05-2017,1,159,BIHAR,EAST,0
13-05-2017,1,165,ORISSA,EAST,12
13-05-2017,1,202,UTTARAKHAND,EAST,0
13-05-2017,1,207,GUJARAT,WEST,0
13-05-2017,1,217,BIHAR,EAST,0
13-05-2017,1,248,MAHARASHTRA,WEST,8
13-05-2017,1,249,MAHARASHTRA,WEST,0
13-05-2017,1,250,GUJARAT,WEST,0
13-05-2017,1,251,TRIPURA,EAST,9
13-05-2017,1,254,ASSAM,EAST,0
13-05-2017,1,255,ASSAM,EAST,0
13-05-2017,1,257,GUJARAT,WEST,0
13-05-2017,1,258,HARYANA,NORTH,0
13-05-2017,1,259,HARYANA,NORTH,0
13-05-2017,1,260,TAMIL NADU,SOUTH,0
13-05-2017,1,261,HARYANA,NORTH,0
13-05-2017,1,262,UTTAR PRADESH,EAST,0
13-05-2017,1,263,ANDHRA PRADESH,SOUTH,0
13-05-2017,1,264,PUNJAB,NORTH,0
13-05-2017,1,265,ANDHRA PRADESH,SOUTH,0
13-05-2017,1,266,TELANGANA,SOUTH,0
13-05-2017,1,267,ANDHRA PRADESH,SOUTH,0
13-05-2017,1,268,UTTAR PRADESH,EAST,0
13-05-2017,1,269,UTTAR PRADESH,EAST,0
13-05-2017,1,270,UTTAR PRADESH,EAST,0
13-05-2017,1,271,HARYANA,NORTH,0
14-05-2017,1,1,WEST BENGAL,EAST,50
14-05-2017,1,3,DELHI,NORTH,70
14-05-2017,1,5,KARNATAKA,SOUTH,15
14-05-2017,1,7,WEST BENGAL,EAST,3
14-05-2017,1,8,WEST BENGAL,EAST,14
14-05-2017,1,9,WEST BENGAL,EAST,14
14-05-2017,1,10,WEST BENGAL,EAST,1
14-05-2017,1,11,WEST BENGAL,EAST,7
14-05-2017,1,13,TAMIL NADU,SOUTH,0
14-05-2017,1,14,UTTAR PRADESH,EAST,0
14-05-2017,1,15,PUNJAB,NORTH,4
14-05-2017,1,16,TELANGANA,SOUTH,2
14-05-2017,1,17,ANDHRA PRADESH,SOUTH,0
14-05-2017,1,18,MAHARASHTRA,WEST,5
14-05-2017,1,19,MAHARASHTRA,WEST,17
14-05-2017,1,20,ORISSA,SOUTH,10
14-05-2017,1,21,MAHARASHTRA,WEST,0
14-05-2017,1,29,WEST BENGAL,EAST,2
14-05-2017,1,34,GUJARAT,WEST,4
14-05-2017,1,35,TAMIL NADU,SOUTH,0
14-05-2017,1,36,ASSAM,EAST,6
14-05-2017,1,42,WEST BENGAL,EAST,7
14-05-2017,1,43,TAMIL NADU,SOUTH,0
14-05-2017,1,48,ORISSA,SOUTH,7
14-05-2017,1,61,GUJARAT,WEST,0
14-05-2017,1,62,PUNJAB,NORTH,2
14-05-2017,1,63,JHARKHAND,SOUTH,8
14-05-2017,1,64,KARNATAKA,SOUTH,0
14-05-2017,1,65,ASSAM,EAST,2
14-05-2017,1,66,ANDHRA PRADESH,SOUTH,0
14-05-2017,1,67,GUJARAT,WEST,4
14-05-2017,1,68,GUJARAT,WEST,0
14-05-2017,1,69,TAMIL NADU,SOUTH,0
14-05-2017,1,70,MAHARASHTRA,WEST,0
14-05-2017,1,72,PUNJAB,NORTH,1
14-05-2017,1,73,PUNJAB,NORTH,7
14-05-2017,1,74,MAHARASHTRA,WEST,1
14-05-2017,1,76,TAMIL NADU,SOUTH,0
14-05-2017,1,77,MAHARASHTRA,WEST,1
14-05-2017,1,78,MAHARASHTRA,WEST,1
14-05-2017,1,79,UTTARAKHAND,EAST,8
14-05-2017,1,82,KERALA,SOUTH,0
14-05-2017,1,84,CHHATTISGARH,CENTRAL,0
14-05-2017,1,85,MAHARASHTRA,WEST,1
14-05-2017,1,100,UTTAR PRADESH,EAST,0
14-05-2017,1,101,UTTAR PRADESH,EAST,0
14-05-2017,1,103,BIHAR,EAST,3
14-05-2017,1,104,JHARKHAND,SOUTH,6
14-05-2017,1,105,GUJARAT,WEST,0
14-05-2017,1,111,ANDHRA PRADESH,SOUTH,0
14-05-2017,1,117,MAHARASHTRA,WEST,0
14-05-2017,1,120,TRIPURA,EAST,3
14-05-2017,1,121,KARNATAKA,SOUTH,0
14-05-2017,1,135,MAHARASHTRA,WEST,28
14-05-2017,1,136,TAMIL NADU,SOUTH,4
14-05-2017,1,137,MAHARASHTRA,WEST,4
14-05-2017,1,147,MADHYA PRADESH,CENTRAL,12
14-05-2017,1,159,BIHAR,EAST,0
14-05-2017,1,165,ORISSA,EAST,2
14-05-2017,1,202,UTTARAKHAND,EAST,0
14-05-2017,1,207,GUJARAT,WEST,0
14-05-2017,1,217,BIHAR,EAST,0
14-05-2017,1,248,MAHARASHTRA,WEST,1
14-05-2017,1,249,MAHARASHTRA,WEST,1
14-05-2017,1,250,GUJARAT,WEST,0
14-05-2017,1,251,TRIPURA,EAST,0
14-05-2017,1,254,ASSAM,EAST,0
14-05-2017,1,255,ASSAM,EAST,0
14-05-2017,1,257,GUJARAT,WEST,0
14-05-2017,1,258,HARYANA,NORTH,0
14-05-2017,1,259,HARYANA,NORTH,0
14-05-2017,1,260,TAMIL NADU,SOUTH,0
14-05-2017,1,261,HARYANA,NORTH,0
14-05-2017,1,262,UTTAR PRADESH,EAST,0
14-05-2017,1,263,ANDHRA PRADESH,SOUTH,0
14-05-2017,1,264,PUNJAB,NORTH,0
14-05-2017,1,265,ANDHRA PRADESH,SOUTH,0
14-05-2017,1,266,TELANGANA,SOUTH,0
14-05-2017,1,267,ANDHRA PRADESH,SOUTH,0
14-05-2017,1,268,UTTAR PRADESH,EAST,0
14-05-2017,1,269,UTTAR PRADESH,EAST,0
14-05-2017,1,270,UTTAR PRADESH,EAST,0
14-05-2017,1,271,HARYANA,NORTH,0
15-05-2017,1,1,WEST BENGAL,EAST,170
15-05-2017,1,3,DELHI,NORTH,73
